hash	auto_verified	verified	checked	citation	title	author	year
('P. J. Besl and N. D. McKay. A method for registration of 3-dshapes. IEEE Trans. Pattern Anal. Mach. Intell., 14(2):239â€“256, 1992.', 'CITATION ONLY')	0	1	1	P. J. Besl and N. D. McKay. A method for registration of 3-dshapes. IEEE Trans. Pattern Anal. Mach. Intell., 14(2):239â€“256, 1992.	A method for registration of 3-D shapes	P.J. Besl and Neil D. McKay	1992
('Learning spatiotemporal graphs of human activities', 2011)	0	1	1	W. Brendel and S. Todorovic. Learning spatiotemporalgraphs of human activities. In ICCV, 2011.	Learning spatiotemporal graphs of human activities	William Brendel and Sinisa Todorovic	2011
('T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In Proc. of NIPS, 2006. 2423', 'CITATION ONLY')	0	0	1	T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In Proc. of NIPS, 2006. 2423	Spectral Segmentation with Multiscale Graph Decomposition	None	None
('O. Duchenne, A. Joulin, and J. Ponce. A graph-matchingkernel for object categorization. In ICCV, 2011.', 'CITATION ONLY')	0	1	1	O. Duchenne, A. Joulin, and J. Ponce. A graph-matchingkernel for object categorization. In ICCV, 2011.	A graph-matching kernel for object categorization	Olivier Duchenne and Armand Joulin and Jean Ponce	2011
('S. Gold and A. Rangarajan. A graduated assignment algorithmfor graph matching. IEEE Trans. Pattern Anal. Mach.Intell., 18(4):377â€“388, 1996.', 'CITATION ONLY')	0	1	1	S. Gold and A. Rangarajan. A graduated assignment algorithmfor graph matching. IEEE Trans. Pattern Anal. Mach.Intell., 18(4):377â€“388, 1996.	A graduated assignment algorithm for graph matching	S. Gold and A. Rangarajan	1996
('Discovering Texture Regularity as a Higher-Order Correspondence Problem', 2006)	0	1	1	J.H. Hays, M. Leordeanu, A.A. Efros, Y. Liu, "Discovering Texture Regularity via Higher-Order Matching", Proc. Ninth European Conf. Computer Vision, pp. 522-535, 2006-May.	Discovering Texture Regularity as a Higher-Order Correspondence Problem	James Hays and Marius Leordeanu and Alexei A. Efros and Yanxi Liu	2006
('Linear Scale and Rotation Invariant Matching', 2011)	0	1	1	H. Jiang, S. X. Yu, and D. R. Martin. Linear scale and rotationinvariant matching. IEEE Trans. Pattern Anal. Mach.Intell., 33(7):1339â€“1355, 2011.	Linear Scale and Rotation Invariant Matching	None	2011
('M. Leordeanu and M. Hebert. A spectral technique for correspondenceproblems using pairwise constraints. In ICCV,2005.', 'CITATION ONLY')	0	1	1	M. Leordeanu and M. Hebert. A spectral technique for correspondenceproblems using pairwise constraints. In ICCV,2005.	A spectral technique for correspondence problems using pairwise constraints	M. Leordeanu and M. Hebert	2005
('Unsupervised Learning for Graph Matching', 2011)	0	1	1	M. Leordeanu, R. Sukthankar, and M. Hebert. Unsupervisedlearning for graph matching. Int. J. Comput. Vis., 95(1):1â€“18, 2011.	Unsupervised Learning for Graph Matching	Marius Leordeanu and Rahul Sukthankar and Martial Hebert	2011
('Optimal object matching via convexification and composition', 2011)	0	1	1	H. Li, J. Huang, S. Zhang, and X. Huang. Optimal objectmatching via convexification and composition. In ICCV,2011.	Optimal object matching via convexification and composition	None	2011
('A survey for the quadratic assignment problem', 2007)	0	1	1	E. M. Loiola, N. M. De Abreu, P. O. Boaventura, P. Hahn,and T. M. Querido. A survey for the quadratic assignmentproblem. Eur. J. Oper. Res., 176(2):657â€“690, 2007.	A survey for the quadratic assignment problem	Eliane Maria Loiola and Nair Maria Maia de Abreu and Paulo Oswaldo Boaventura-Netto and Peter Hahn and Tania Querido	2007
('A. Myronenko and X. B. Song. Point-set registration: Coherent point drift. IEEE Trans. on Pattern Analysis and Machine Intelligence, 32(12):2262-2275, 2010. 2419', 'CITATION ONLY')	0	1	1	A. Myronenko and X. B. Song. Point-set registration: Coherent point drift. IEEE Trans. on Pattern Analysis and Machine Intelligence, 32(12):2262-2275, 2010. 2419	Point Set Registration: Coherent Point Drift	None	2010
('Kernelized Sorting', 2010)	0	1	1	N. Quadrianto, A. J. Smola, L. Song, and T. Tuytelaars. Kernelizedsorting. IEEE Trans. Pattern Anal. Mach. Intell.,32(10):1809â€“1821, 2010.	Kernelized Sorting	None	2010
('S. Umeyama. An eigendecomposition approach to weightedgraph matching problems. IEEE Trans. Pattern Anal. Mach.Intell., 10(5):695â€“703, 1988.', 'CITATION ONLY')	0	1	1	S. Umeyama. An eigendecomposition approach to weightedgraph matching problems. IEEE Trans. Pattern Anal. Mach.Intell., 10(5):695â€“703, 1988.	An eigendecomposition approach to weighted graph matching problems	S. Umeyama	1988
('B. J. van Wyk and M. A. van Wyk. A POCS-based graphmatching algorithm. IEEE Trans. Pattern Anal. Mach. Intell.,26(11):1526â€“1530, 2004.', 'CITATION ONLY')	0	1	1	B. J. van Wyk and M. A. van Wyk. A POCS-based graphmatching algorithm. IEEE Trans. Pattern Anal. Mach. Intell.,26(11):1526â€“1530, 2004.	A POCS-based graph matching algorithm	B.J. van Wyk and M.A. van Wyk	2004
('R. Zass and A. Shashua. Probabilistic graph and hypergraphmatching. In CVPR, 2008.', 'CITATION ONLY')	0	1	1	R. Zass and A. Shashua. Probabilistic graph and hypergraphmatching. In CVPR, 2008.	Probabilistic graph and hypergraph matching	Ron Zass and Amnon Shashua	2008
('Iterative point matching for registration of free-form curves and surfaces', 1994)	0	1	1	Z. Zhang. Iterative point matching for registration of freeformcurves and surfaces. Int. J. Comput. Vis., 13(2):119â€“152, 1994.	Iterative point matching for registration of free-form curves and surfaces	Zhengyou Zhang	1994
('W. Tsai, K. Fu, "Error-correcting isomorphisms of attributed relational graphs for pattern recognition", IEEE Trans. SMC, vol. 9, pp. 757-768, 1979.', 'CITATION ONLY')	0	1	1	W. Tsai, K. Fu, "Error-correcting isomorphisms of attributed relational graphs for pattern recognition", IEEE Trans. SMC, vol. 9, pp. 757-768, 1979.	Error-Correcting Isomorphisms of Attributed Relational Graphs for Pattern Analysis	Wen-Hsiang Tsai and King-Sun Fu	1979
('Subgraph isomorphism detection in polynomial time on preprocessed model graphs', 1996)	0	0	1	B.T. Messmer, "Efficient Graph Matching Algorithms for Preprocessed Model Graphs", 1996.	Subgraph isomorphism detection in polynomial time on preprocessed model graphs	B. T. Messmer and H. Bunke	1996
('Image retrieval using fuzzy segmentation and a graph matching technique', 'None')	0	0	1	A. Hlaoui and S. Wang. Image Retrieval Systems Using Graph Matching. Rapport de Recherche, No. 275, DÃ©partement de mathÃ©matiques et d'informatique, UnivÃ©rsitÃ© de Sherbrooke, 2001.	Image retrieval using fuzzy segmentation and a graph matching technique	None	None
('Verifying liveness by multiple experts in face biometrics', 2008)	0	0	1	Bigun, J., Granlund, G.: Optimal orientation detection of linear symmetry. In: Proc. 1st Int. Conf. on Computer Vision, pp. 433â€“438. IEEE Computer Society Press, Los Alamitos (1987)	Verifying liveness by multiple experts in face biometrics	K. Kollreider and H. Fronthaler and J. Bigun	2008
('H. Bunke, G. Allerman, "A metric on graphs for structural pattern recognition" in Signal Processing II: Theories and Applications, North-Holland:Elsevier Science Publishers B.V., pp. 257-260, 1983.', 'CITATION ONLY')	0	0	1	H. Bunke, G. Allerman, "A metric on graphs for structural pattern recognition" in Signal Processing II: Theories and Applications, North-Holland:Elsevier Science Publishers B.V., pp. 257-260, 1983.	Inexact graph matching for structural pattern recognition	H Bunke and G Allermann	1983
('NIST special database 30:', 2001)	0	0	1	Watson, C., Wilson, C.: NIST special database 4, fingerprint database (1992)	NIST special database 30:	Craig I Watson	2001
('Lumini, A., Maio, D., Maltoni, D.: Inexact graph matching for fingerprint classification. Machine Graphics and Vision, Special Issue on Graph Transformations in Pattern Generation and CAD 8, 231â€“248 (1999)', 'CITATION ONLY')	0	0	1	Lumini, A., Maio, D., Maltoni, D.: Inexact graph matching for fingerprint classification. Machine Graphics and Vision, Special Issue on Graph Transformations in Pattern Generation and CAD 8, 231â€“248 (1999)	Fingerprint classification by directional image partitioning	R. Cappelli and A. Lumini and D. Maio and D. Maltoni	1999
('Knowledge discovery in temporal databases', 1995)	0	0	1	Feldman, R., and I. Dagan (1995). â€œKnowledge Discovery in Textual databases (KDT)â€\x9d. I91 International conference on Knowledge discovery (KDD_95), pp. 112â€“117, Montreal, 1995.	Knowledge discovery in temporal databases	M.H. Saraee	1995
('Electronic Means for Information Retrieval', 1997)	0	0	1	Khoo, Christopher Soo-Guan (1997). â€œThe Use of Relation Matching in Information Retrievalâ€\x9d. Electronic Journal ISSN 1058â€“6768, September 1997.	Electronic Means for Information Retrieval	E. Randolph Soo Hoo	1997
('Evidence accumulation with competition in information retrieval', 'None')	0	0	1	Lopez-Lopez, Aurelio, and Sung H. Myaeng (1996). â€œExtending the capabilities of retrieval systems by a two level representation of contentâ€\x9d. Proceedings of the 1st Australian Document Computing Symposium, 1996.	Evidence accumulation with competition in information retrieval	A. Lopez-Lopez and S.H. Myaeng	None
('The International Joint Conference on Artificial Intelligence (IJCAI)', 1972)	0	0	1	Kohavi, R. A study of cross-validation and bootstrap for accuracy estimation and model selection. Proceedings of the 14th International Joint Conference on Artificial Intelligence (IJCAI 1995), MontrÃ©al, Canada, 1995; Morgan Kaufmann:â€‰ San Francisco, CA, pp 1137âˆ’1145.	The International Joint Conference on Artificial Intelligence (IJCAI)	None	1972
('Text Preprocessing for Czech Speech Synthesis', 1999)	0	0	1	Montcs-y-GÃ³mcz, M., A. Gclbukh, A. LÃ³pez-LÃ³pez (1999b). â€œDocument Title Patterns in Information Retrievalâ€\x9d, Proc. of the Workshop on Text, Speech and Dialogue TDSâ€™99, Plzen, Czech Republic, September 1999.	Text Preprocessing for Czech Speech Synthesis	Robert Bat\u016fšek and Jan Dvo\u0159ák	1999
('On uncertainty handling in plausible reasoning with conceptual graphs', 1993)	0	0	1	Myaeng, Sung H. (1990). â€œConceptual Graph Matching as a Plausible Inference Technique for Text Retrievalâ€\x9d. Proc. of the 5th Conceptual Structures Workshop, held in conjunction with A A AI-90, Boston, Ma, 1990.	On uncertainty handling in plausible reasoning with conceptual graphs	Sung H. Myaeng and Christopher Khoo	1993
('Book review: Information Retrieval Data Structures & Algorithms by William B. Frakes (Software Engineering Guild), Ricardo Baeza-Yates (University of Chile). Prentice Hall, Englewood Cliffs, New Jersey, 1992, 504 pp., $50.00 (Retail Price), ISBN 0-13-463837-9.', 1993)	0	0	1	Rasmusscn, Edic (1992). â€œClustering Algorithmsâ€\x9d. Information Retrieval: Data Structures & Algorithms. William B. Frakes and Ricardo Baeza-Yates (Eds)., Prentice Hall, 1992.	Book review: Information Retrieval Data Structures & Algorithms by William B. Frakes (Software Engineering Guild), Ricardo Baeza-Yates (University of Chile). Prentice Hall, Englewood Cliffs, New Jersey, 1992, 504 pp., $50.00 (Retail Price), ISBN 0-13-463837-9.	Fazli Can	1993
('McGraw-Hill Encyclopedia of Physics', 1983)	0	0	1	Salton, G. (1983). â€œIntroduction to Modern Information Retrievalâ€\x9d. McGraw Hill, 1983.	McGraw-Hill Encyclopedia of Physics	None	1983
('A first course in abstract algebra (3rd ed), by John B. Fraleigh. Pp 478. £8·95. 1982. ISBN 0-201-10405-9 (Addison Wesley)', 1983)	0	0	1	Sowa, John F. (1983). â€œConceptual Structures: Information Processing in Mind and Machineâ€\x9d. Ed. Addison-Wesley, 1983	A first course in abstract algebra (3rd ed), by John B. Fraleigh. Pp 478. £8·95. 1982. ISBN 0-201-10405-9 (Addison Wesley)	None	1983
('Philosophical and Scientific Presuppositions of Logical AI', 1999)	0	0	1	Sowa, JohnF. (1999). â€œKnowledge Representation: Logical, Philosophical and Computational Foundationsâ€\x9d. 1st edition, Thomson Learning, 1999.	Philosophical and Scientific Presuppositions of Logical AI	John McCarthy	1999
('Computer viruses and malware by John Aycock', 2010)	0	0	1	Aycock J.: Computer Viruses and Malware. Springer, Berlin (2006)	Computer viruses and malware by John Aycock	Michael Sanford	2010
('webwizard, Journal manager, Table3_Fukuta et al (2017).pdf', 'None')	0	0	1	Al daoud, E., et al.: Detecting metamorphic viruses by using arbitrary length of control flow graphs and nodes alignment. In: ICIT 2009 Conferenceâ€”Bioinformatics and Image. http://www.ubicc.org/files/pdf/2_363.pdf	webwizard, Journal manager, Table3_Fukuta et al (2017).pdf	None	None
('A Fast Flowgraph Based Classification System for Packed and Polymorphic Malware on the Endhost', 2010)	0	0	1	Cesare, S.: Faster, more effective flowgraph-based malware classification. http://www.ruxcon.org.au/2011-talks/faster-more-effective-flowgraph-based-malware-classification/	A Fast Flowgraph Based Classification System for Packed and Polymorphic Malware on the Endhost	Silvio Cesare and Yang Xiang	2010
('Appendix B. Installation guide to Cygwin', 'None')	0	0	1	Cygwin: Cygwin utility files. http://www.cygwin.com/	Appendix B. Installation guide to Cygwin	None	None
('Frequent sub-graph mining for intelligent malware detection', 2014)	0	0	1	Eskandari, M., Hashemi, S.: Metamorphic malware detection using control flow graph mining. Int. J. Comput. Sci. Network Secur. 11(12), 1â€“6 (2011). http://paper.ijcsns.org/07_book/201112/20111201.pdf	Frequent sub-graph mining for intelligent malware detection	Mojtaba Eskandari and Hooman Raesi	2014
('A Virus Detection System Based on Artificial Immune System', 2009)	0	0	1	Halfpap, B.: Artificial immune system virus detector (2010). http://resheth.wordpress.com/tag/virus-detection/	A Virus Detection System Based on Artificial Immune System	Rui Chao and Ying Tan	2009
('10.26634/jse.10.1.3620', 2015)	0	0	1	Shah, A.: Approximate disassembly using dynamic programming. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/shah_abhishek.pdf (2010)	10.26634/jse.10.1.3620	None	2015
('A Virus Detection Framework based on SPMOS', 2008)	0	0	1	Konstantinou, E.: Metamorphic Virus: Analysis and Detection. http://www.ma.rhul.ac.uk/static/techrep/2008/RHUL-MA-2008-02.pdf (2008)	A Virus Detection Framework based on SPMOS	Tianzhou Chen and Jijun Ma and Nan Zhang and Qingsong Shi	2008
('Configuring Symantec AntiVirus Enterprise Edition', 2003)	0	0	1	Nachenberg, C.: Understanding and managing Polymorphic viruses. In: Symantec Enterprise Papers, vol. XXX. http://www.symantec.com/avcenter/reference/striker.pdf	Configuring Symantec AntiVirus Enterprise Edition	None	2003
('ISPs and malicious software (malware) security threats', 2011)	0	0	1	OECD, Malicious software (malware): A security threat to the Internet economy. http://www.oecd.org/dataoecd/53/34/40724457.pdf	ISPs and malicious software (malware) security threats	None	2011
('Hii, A.: Chi-squared distance and metamorphic detection. Masterâ€™s report, Department of Computer Science, San Jose State University (2011)', 'CITATION ONLY')	0	0	1	Hii, A.: Chi-squared distance and metamorphic detection. Masterâ€™s report, Department of Computer Science, San Jose State University (2011)	10.26634/jse.10.1.3620	None	2015
('Patel, M.: Similarity tests for metamorphic virus detection. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/patel_mahim.pdf (2011)', 'CITATION ONLY')	0	0	1	Patel, M.: Similarity tests for metamorphic virus detection. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/patel_mahim.pdf (2011)	10.26634/jse.10.1.3620	None	2015
('Eigenvalues and Eigenvectors of the KBE', 1977)	0	0	1	Radev, D.: Lecture 13â€”Eigenvectors, Eigenvalues, Stochastic Matrices. http://www1.cs.columbia.edu/~coms6998/Notes/lecture13.pdf (2008)	Eigenvalues and Eigenvectors of the KBE	Takeo Maruyama	1977
