hash	verified	citation	URL	DOI	year	title	author
('Scalable modeling of real graphs using Kronecker multiplication', 2007.0)	0.0	J. Leskovec, D. Chakrabarti, J. Kleinberg, C. Faloutsos, and Z. Ghahramani. Kronecker graphs: An approach to modeling networks. JMLR, 11(Feb):985â€“1042, 2010.	http://dx.doi.org/10.1145/1273496.1273559	10.1145/1273496.1273559	2007.0	Scalable modeling of real graphs using Kronecker multiplication	Jure Leskovec and Christos Faloutsos
('A NEW CONCEPT OF SIMILARITY AT FAILURE', 1990.0)	0.0	T. E. Goldsmith and D. M. Davenport. Assessing structural similarity of graphs. 1990.	http://dx.doi.org/10.2514/6.1990-918	10.2514/6.1990-918	1990.0	A NEW CONCEPT OF SIMILARITY AT FAILURE	RASKO OJDROVIC
('Web Mining and Social Network Analysis', 'None')	0.0	N. K. Ahmed and R. A. Rossi. Interactive visual graph analytics on the web. In International AAAI Conference on Web and Social Media (ICWSM), pages 566â€“569, 2015.	http://dx.doi.org/10.4018/9781609601027.ch012	10.4018/9781609601027.ch012	None	Web Mining and Social Network Analysis	Roberto Marmo
('GRAPH KERNELS FOR DISEASE OUTCOME PREDICTION FROM PROTEIN-PROTEIN INTERACTION NETWORKS', 2006.0)	0.0	Vishwanathan SVN, Borgwardt KM, Kondor RI, Schraudolph NN (2010) Graph kernels. J Mach Learn Res 11:1201â€“1242	http://dx.doi.org/10.1142/9789812772435_0002	10.1142/9789812772435_0002	2006.0	GRAPH KERNELS FOR DISEASE OUTCOME PREDICTION FROM PROTEIN-PROTEIN INTERACTION NETWORKS	KARSTEN M. BORGWARDT and HANS-PETER KRIEGEL and S. V. N. VISHWANATHAN and NICOL N. SCHRAUDOLPH
('S. Bonner, J. Brennan, I. Kureshi, G. Theodoropoulos, and A. McGough. Efficient comparison of massive graphs through the use of graph fingerprints. In KDD MLG Workshop, 2016.', 'CITATION ONLY')	0.0	S. Bonner, J. Brennan, I. Kureshi, G. Theodoropoulos, and A. McGough. Efficient comparison of massive graphs through the use of graph fingerprints. In KDD MLG Workshop, 2016.	http://dx.doi.org/10.1109/bigdata.2016.7840989	10.1109/bigdata.2016.7840989	2016.0	GFP-X: A parallel approach to massive graph comparison using spark	Stephen Bonner and John Brennan and Georgios Theodoropoulos and Ibad Kureshi and Andrew Stephen McGough
(', Exact alignment recovery for correlated erdos renyi graphs, arXiv preprint arXiv:1711.06783 (2017).', 'CITATION ONLY')	0.0	, Exact alignment recovery for correlated erdos renyi graphs, arXiv preprint arXiv:1711.06783 (2017).	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('L. Breiman. Random forests. Machine Learning, 45(1):5â€“32, 2001.', 'CITATION ONLY')	0.0	L. Breiman. Random forests. Machine Learning, 45(1):5â€“32, 2001.	http://dx.doi.org/10.1023/a:1010933404324	10.1023/a:1010933404324	2001.0	None	Leo Breiman
('ANALYSIS OF HISTORICAL GROUNDWATER LEVEL VARIABILITY IN BOULDER COUNTY, COLORADO', 2016.0)	0.0	K. Ikehara. The Structure of Complex Networks across Domains. PhD thesis, University of Colorado at Boulder, 2016.	http://dx.doi.org/10.1130/abs/2016am-285383	10.1130/abs/2016am-285383	2016.0	ANALYSIS OF HISTORICAL GROUNDWATER LEVEL VARIABILITY IN BOULDER COUNTY, COLORADO	None
('The unique strengths and storage access characteristics of\xa0discard-based search', 2010.0)	0.0	Satyanarayanan M, Sukthankar R, Goode A, Huston L, Mummert L, Wolbach A, Harkes J, Gass R, Schlosser S: The Open Diamond Platform for Discard-based Search. Tech rep School of Computer Science, Carnegie Mellon University. 2008, CMU-CS-08-132. [http://diamond.cs.cmu.edu/papers]	http://dx.doi.org/10.1007/s13174-010-0001-z	10.1007/s13174-010-0001-z	2010.0	The unique strengths and storage access characteristics of discard-based search	Mahadev Satyanarayanan and Rahul Sukthankar and Lily Mummert and Adam Goode and Jan Harkes and Steve Schlosser
('IDEM: a Web application of case-based reasoning in histopathology', 1998.0)	0.0	Jaulent MC, Le Bozec, Cao Y, Zapletal E, Degoulet P: A property concept frame representation for flexible image content retrieval in histopathology databases. Proceedings of the Annual Symposium of the American Society for Medical Informatics (AMIA), Los Angeles, CA , USA. 2000, 20 (Suppl): 379-383.	http://dx.doi.org/10.1016/s0010-4825(98)00028-6	10.1016/s0010-4825(98)00028-6	1998.0	IDEM: a Web application of case-based reasoning in histopathology	Christel Le Bozec and Marie-Christine Jaulent and Eric Zapletal and Didier Heudes and Patrice Degoulet
('A tabu search algorithm for the covering design problem', 2010.0)	0.0	Patel A: Heuristics: A* Search Algorithm. [http://theory.stanford.edu/amitp/GameProgramming/Heuristics.html]	http://dx.doi.org/10.1007/s10732-010-9150-2	10.1007/s10732-010-9150-2	2010.0	A tabu search algorithm for the covering design problem	Kamal Fadlaoui and Philippe Galinier
('Suthram, S., Shlomi, T., Ruppin, E., Sharan, R. & Ideker, T. in Proceedings of the First Annual RECOMB Systems Biology Workshop, vol. 1 (2005).', 'CITATION ONLY')	0.0	Suthram, S., Shlomi, T., Ruppin, E., Sharan, R. & Ideker, T. in Proceedings of the First Annual RECOMB Systems Biology Workshop, vol. 1 (2005).	http://dx.doi.org/10.1186/1471-2105-7-360	10.1186/1471-2105-7-360	2006.0	None	Silpa Suthram and Tomer Shlomi and Eytan Ruppin and Roded Sharan and Trey Ideker
('Image standards in Tissue-Based Diagnosis (Diagnostic Surgical Pathology)', 2008.0)	0.0	Kayser G, Riede U, Werner M, Hufnagl P, Kayser K: Towards an automated morphological classification of histological images of common lung carcinomas. Elec J Pathol Histol. 2002, 8: 022-03.	http://dx.doi.org/10.1186/1746-1596-3-17	10.1186/1746-1596-3-17	2008.0	Image standards in Tissue-Based Diagnosis (Diagnostic Surgical Pathology)	Klaus Kayser and Jürgen Görtler and Torsten Goldmann and Ekkehard Vollmer and Peter Hufnagl and Gian Kayser
('Perseus', 2015.0)	0.0	JosÂ´e F. Rodrigues, Jr., Hanghang Tong, Agma J. M. Traina, Christos Faloutsos, and Jure Leskovec. Gmine: A system for scalable, interactive graph visualization and mining. In Proceedings of the 32Nd International Conference on Very Large Data Bases, VLDB â€™06, pages 1195â€“1198. VLDB Endowment, 2006.	http://dx.doi.org/10.14778/2824032.2824102	10.14778/2824032.2824102	2015.0	Perseus	Danai Koutra and Di Jin and Yuanchi Ning and Christos Faloutsos
('N. Kriege and P. Mutzel. Subgraph matching kernels for attributed graphs. arXiv preprint arXiv:1206.6483, 2012.', 'CITATION ONLY')	0.0	N. Kriege and P. Mutzel. Subgraph matching kernels for attributed graphs. arXiv preprint arXiv:1206.6483, 2012.	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('Learning low dimensional predictive representations', 2004.0)	0.0	Quoc Le and Tomas Mikolov. Distributed representations of sentences and documents. In Proceedings of the 31st International Conference on Machine Learning (ICML-14), pages 1188â€“1196, 2014.	http://dx.doi.org/10.1145/1015330.1015441	10.1145/1015330.1015441	2004.0	Learning low dimensional predictive representations	Matthew Rosencrantz and Geoff Gordon and Sebastian Thrun
('Neural network methods for one-to-many multi-valued mapping problems', 2010.0)	0.0	Mark Heimann and Danai Koutra. On generalizing neural node embedding methods to multi-network problems. 2017.	http://dx.doi.org/10.1007/s00521-010-0483-4	10.1007/s00521-010-0483-4	2010.0	Neural network methods for one-to-many multi-valued mapping problems	Chrisina Jayne and Andreas Lanitis and Chris Christodoulou
('M. Heimann, H. Shen, and D. Koutra. Node Representation Learning for Multiple Networks: The Case of Graph Alignment. ArXiv e-prints, 2018.', 'CITATION ONLY')	0.0	M. Heimann, H. Shen, and D. Koutra. Node Representation Learning for Multiple Networks: The Case of Graph Alignment. ArXiv e-prints, 2018.	http://dx.doi.org/10.1109/icdm.2013.152	10.1109/icdm.2013.152	2013.0	BIG-ALIGN: Fast Bipartite Graph Alignment	Danai Koutra and Hanghang Tong and David Lubensky
('Unsupervised Text Normalization Using Distributed Representations of Words and Phrases', 2015.0)	0.0	Tomas Mikolov, Ilya Sutskever, Kai Chen, Greg S Corrado, and Jeff Dean. Distributed representations of words and phrases and their compositionality. In Advances in neural information processing systems, pages 3111â€“3119, 2013.	http://dx.doi.org/10.3115/v1/w15-1502	10.3115/v1/w15-1502	2015.0	Unsupervised Text Normalization Using Distributed Representations of Words and Phrases	Vivek Kumar Rangarajan Sridhar
('Ryan A Rossi, Rong Zhou, and Nesreen K Ahmed. Deep feature learning for graphs. arXiv preprint arXiv:1704.08829, 2017.', 'CITATION ONLY')	0.0	Ryan A Rossi, Rong Zhou, and Nesreen K Ahmed. Deep feature learning for graphs. arXiv preprint arXiv:1704.08829, 2017.	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('Tomas Mikolov, Kai Chen, Greg Corrado, and Jeffrey Dean. Efficient estimation of word representations in vector space. arXiv preprint arXiv:1301.3781, 2013.', 'CITATION ONLY')	0.0	Tomas Mikolov, Kai Chen, Greg Corrado, and Jeffrey Dean. Efficient estimation of word representations in vector space. arXiv preprint arXiv:1301.3781, 2013.	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('Wyatt Technology CORPORATION', 1993.0)	0.0	Vladimir MÃ¼ller. Probabilistic reconstruction from subgraphs. Comment. Math. Univ. Carolinae, 17(4):709â€“719, 1976.	http://dx.doi.org/10.1021/ac00065a701	10.1021/ac00065a701	1993.0	Wyatt Technology CORPORATION	None
('Bryan Perozzi, Vivek Kulkarni, and Steven Skiena. Walklets: Multiscale graph embeddings for interpretable network classification. arXiv preprint arXiv:1605.02115, 2016.', 'CITATION ONLY')	0.0	Bryan Perozzi, Vivek Kulkarni, and Steven Skiena. Walklets: Multiscale graph embeddings for interpretable network classification. arXiv preprint arXiv:1605.02115, 2016.	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('Ameneh Farhadian. A simple explanation for the reconstruction of graphs. arXiv preprint arXiv:1704.01454, 2017.', 'CITATION ONLY')	0.0	Ameneh Farhadian. A simple explanation for the reconstruction of graphs. arXiv preprint arXiv:1704.01454, 2017.	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('Connectivity analysis in fMRI activation datasets', 2000.0)	0.0	D. Cordes, V. M. Haughton, K. Arfanakis, G. J. Wendt, P. A. Turski, C. H. Moritz, M. A. Quigley, and M. E. Meyerand. Mapping functionally related regions of brain with functional connectivity MR imaging. American Journal of Neuroradiology, 21(9):1636â€“1644, 2000.	http://dx.doi.org/10.1016/s1053-8119(00)91506-4	10.1016/s1053-8119(00)91506-4	2000.0	Connectivity analysis in fMRI activation datasets	C. Moritz and K. Arfanakis and D. Cordes and V. Haughton and M. Elizabeth Meyerand
('Orthonormal Transforms of Time Series', 'None')	0.0	D. B. Percival and A. T. Walden. Wavelet Methods for Time Series Analysis. Cambridge Series in Statistical and Probabilistic Mathematics. Cambridge University Press, 2000.	http://dx.doi.org/10.1017/cbo9780511841040.004	10.1017/cbo9780511841040.004	None	Orthonormal Transforms of Time Series	Donald B. Percival and Andrew T. Walden
('Communication dynamics in complex brain networks', 2017.0)	0.0	O. Sporns. Structure and function of complex brain networks. Dialogues in Clinical Neuroscience, 15(3):247â€“ 262, 2013.	http://dx.doi.org/10.1038/nrn.2017.149	10.1038/nrn.2017.149	2017.0	Communication dynamics in complex brain networks	Andrea Avena-Koenigsberger and Bratislav Misic and Olaf Sporns
('BRAIN IMAGING AND ANTIPSYCHOTIC DRUGS', 1993.0)	0.0	E. K. Towlson, P. E. VÃ©rtes, U. MÃ¼ller, and S. E. Ahnert. Brain networks reveal the effects of antipsychotic drugs on schizophrenia patients and controls. arXiv:1806.00128, 2018.	http://dx.doi.org/10.1016/b978-0-12-079035-7.50014-2	10.1016/b978-0-12-079035-7.50014-2	1993.0	BRAIN IMAGING AND ANTIPSYCHOTIC DRUGS	Peter F. Liddle
('M. Newman. Networks: an introduction. Oxford University Press, 2010.', 'CITATION ONLY')	0.0	M. Newman. Networks: an introduction. Oxford University Press, 2010.	http://dx.doi.org/10.1162/artl_r_00062	10.1162/artl_r_00062	2012.0	Networks—An Introduction. Mark E. J. Newman. (2010, Oxford University Press.) $65.38, £35.96 (hardcover), 772 pages. ISBN-978-0-19-920665-0.	Markus Brede
('P. Wang, X. Zhang, Z. Li, J. Cheng, J. Lui, D. Towsley, J. Zhao, J. Tao, and X. Guan. A fast sampling method of exploring graphlet degrees of large directed and undirected graphs. arXiv preprint arXiv:1604.08691, 2016.', 'CITATION ONLY')	0.0	P. Wang, X. Zhang, Z. Li, J. Cheng, J. Lui, D. Towsley, J. Zhao, J. Tao, and X. Guan. A fast sampling method of exploring graphlet degrees of large directed and undirected graphs. arXiv preprint arXiv:1604.08691, 2016.	http://dx.doi.org/10.1109/tkde.2017.2756836	10.1109/tkde.2017.2756836	2018.0	MOSS-5: A Fast Method of Approximating Counts of 5-Node Graphlets in Large Graphs	Pinghui Wang and Junzhou Zhao and Xiangliang Zhang and Zhenguo Li and Jiefeng Cheng and John C.S. Lui and Don Towsley and Jing Tao and Xiaohong Guan
('Ameneh Farhadian. Reconstruction of graphs via asymmetry. arXiv preprint arXiv:1611.01609, 2016', 'CITATION ONLY')	0.0	Ameneh Farhadian. Reconstruction of graphs via asymmetry. arXiv preprint arXiv:1611.01609, 2016	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('S. Gu, J. Johnson, F. E. Faisal, and T. MilenkoviÂ´c. From homogeneous to heterogeneous network alignment. arXiv preprint arXiv:1704.01221, 2017.', 'CITATION ONLY')	0.0	S. Gu, J. Johnson, F. E. Faisal, and T. MilenkoviÂ´c. From homogeneous to heterogeneous network alignment. arXiv preprint arXiv:1704.01221, 2017.	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('V. Vijayan, E. Krebs, L. Meng, and T. MilenkoviÂ´c. Pairwise versus multiple network alignment. arXiv preprint arXiv:1709.04564, 2017.', 'CITATION ONLY')	0.0	V. Vijayan, E. Krebs, L. Meng, and T. MilenkoviÂ´c. Pairwise versus multiple network alignment. arXiv preprint arXiv:1709.04564, 2017.	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('PupDB: a database of pupylated proteins', 2012.0)	0.0	Kerrien,S. et al. (2012) The IntAct molecular interaction database in 2012. BMC Bioinformatics, 40, D841â€“D846.	http://dx.doi.org/10.1186/1471-2105-13-40	10.1186/1471-2105-13-40	2012.0	PupDB: a database of pupylated proteins	Chun-Wei Tung
('Difference in gene duplicability may explain the difference in overall structure of protein-protein interaction networks among eukaryotes', 2010.0)	0.0	Berg,J. et al. (2004) Structure and evolution of protein interaction networks: a statistical model for link dynamics and gene duplications. BMC Evol. Biol., 4, 51.	http://dx.doi.org/10.1186/1471-2148-10-358	10.1186/1471-2148-10-358	2010.0	Difference in gene duplicability may explain the difference in overall structure of protein-protein interaction networks among eukaryotes	Takeshi Hase and Yoshihito Niimura and Hiroshi Tanaka
('Undergraduate Robotics Education in Technologically Underserved Communities', 2007.0)	0.0	Mills-Tettey,G.A. et al. (2007) The dynamic Hungarian algorithm for the assignment problem with changing costs. Robotics Institute, Technical Report CMURI-TR-07-2.	http://dx.doi.org/10.1109/robot.2007.363178	10.1109/robot.2007.363178	2007.0	Undergraduate Robotics Education in Technologically Underserved Communities	M. Bernardine Dias and Brett Browning and G. Ayorkor Mills-Tettey and Nathan Amanquah and Noura El-Moughny
('Neurodegenerative diseases: Inflammasome protein seeds plaques in Alzheimer disease', 2018.0)	0.0	Kayarkar,N.A. et al. (2009) Protein network in diseases. Int. J. Drug Discov., 1, 10â€“17.	http://dx.doi.org/10.1038/nrd.2018.5	10.1038/nrd.2018.5	2018.0	Neurodegenerative diseases: Inflammasome protein seeds plaques in Alzheimer disease	Megan Cully
('Schlicker A, et al. A new measure for functional similarity of gene products based on Gene Ontology, BMC Bioinformatics , 2006, vol. 7 (pg. 1-16)', 'CITATION ONLY')	0.0	Schlicker A, et al. A new measure for functional similarity of gene products based on Gene Ontology, BMC Bioinformatics , 2006, vol. 7 (pg. 1-16)	http://dx.doi.org/10.1186/1471-2105-9-327	10.1186/1471-2105-9-327	2008.0	Gene Ontology term overlap as a measure of gene functional similarity	Meeta Mistry and Paul Pavlidis
('Rao-Blackwellized particle filter for multiple target tracking', 2007.0)	0.0	Zhao, Z., Kumar, M.: An MCMC-based particle filter for multiple target tracking. In: Information Fusion (FUSION), 15th International Conference on IEEE, pp. 1676â€“1682 (2012)	http://dx.doi.org/10.1016/j.inffus.2005.09.009	10.1016/j.inffus.2005.09.009	2007.0	Rao-Blackwellized particle filter for multiple target tracking	Simo Särkkä and Aki Vehtari and Jouko Lampinen
('Dynamic conditional random fields', 2004.0)	0.0	Lafferty, J.D., McCallum, A., Pereira, F.C.: Conditional random fields: probabilistic models for segmenting and labeling sequence data. In the 18th International Conference on Machine Learning (ICML), pp. 282â€“289 (2001)	http://dx.doi.org/10.1145/1015330.1015422	10.1145/1015330.1015422	2004.0	Dynamic conditional random fields	Charles Sutton and Khashayar Rohanimanesh and Andrew McCallum
