citation	hash	is_parent	auto_verified	verified	year	title	author	URL	file_loc	reference_count	is_referenced_by_count
Xiaming Chen, Haiyang Wang, Siwei Qiang, Yongkun Wang, Yaohui Jin, Discovering and modeling meta-structures in human behavior from city-scale cellular data	('Discovering and modeling meta-structures in human behavior from city-scale cellular data', 2017.0)	True	1.0	1.0	2017.0	Discovering and modeling meta-structures in human behavior from city-scale cellular data	Xiaming Chen and Haiyang Wang and Siwei Qiang and Yongkun Wang and Yaohui Jin	http://dx.doi.org/10.1016/j.pmcj.2017.02.001	./bibliographies\database29.txt	31.0	0.0
Laura A. Zager, George C. Verghese, Graph similarity scoring and matching	('Graph similarity scoring and matching', 2008.0)	True	1.0	1.0	2008.0	Graph similarity scoring and matching	Laura A. Zager and George C. Verghese	http://dx.doi.org/10.1016/j.aml.2007.01.006	./bibliographies\database3.txt	19.0	70.0
Jukka-Pekka Onnela, Daniel J. Fenn, Stephen Reid, Mason A. Porter, Peter J. Mucha, Mark D. Fricker, Nick S. Jones, Taxonomies of networks from community structure	('Taxonomies of networks from community structure', 2012.0)	True	1.0	1.0	2012.0	Taxonomies of networks from community structure	Jukka-Pekka Onnela and Daniel J. Fenn and Stephen Reid and Mason A. Porter and Peter J. Mucha and Mark D. Fricker and Nick S. Jones	http://dx.doi.org/10.1103/physreve.86.036104	./bibliographies\database30.txt	54.0	42.0
Alex Radu, Michael Charleston, Node fingerprinting: an efficient heuristic for aligning biological networks	('Node Fingerprinting: An Efficient Heuristic for Aligning Biological Networks', 2014.0)	True	1.0	1.0	2014.0	Node Fingerprinting: An Efficient Heuristic for Aligning Biological Networks	Alex Radu and Michael Charleston	http://dx.doi.org/10.1089/cmb.2014.0114	./bibliographies\database31.txt	23.0	6.0
B.J. van Wyk, M.A. van Wyk, A POCS-based graph matching algorithm	('A POCS-based graph matching algorithm', 2004.0)	True	1.0	1.0	2004.0	A POCS-based graph matching algorithm	B.J. van Wyk and M.A. van Wyk	http://dx.doi.org/10.1109/tpami.2004.95	./bibliographies\database33.txt	30.0	38.0
Francesc Serratosa, Fast computation of Bipartite graph matching	('Fast computation of Bipartite graph matching', 2014.0)	True	1.0	1.0	2014.0	Fast computation of Bipartite graph matching	Francesc Serratosa	http://dx.doi.org/10.1016/j.patrec.2014.04.015	./bibliographies\database34.txt	47.0	51.0
Gunnar W Klau, A new graph-based method for pairwise global network alignment	('A new graph-based method for pairwise global network alignment', 2009.0)	True	1.0	1.0	2009.0	A new graph-based method for pairwise global network alignment	Gunnar W Klau	http://dx.doi.org/10.1186/1471-2105-10-s1-s59	./bibliographies\database35.txt	0.0	76.0
Andrew D.J. Cross, Richard C. Wilson Edwin R. Hancock, Inexact graph matching using genetic search	('Inexact graph matching using genetic search', 1997.0)	True	1.0	1.0	1997.0	Inexact graph matching using genetic search	Andrew D.J. Cross and Richard C. Wilson and Edwin R. Hancock	http://dx.doi.org/10.1016/s0031-3203(96)00123-9	./bibliographies\database36.txt	40.0	69.0
Johannes Berg, Michael LÃ¤ssig, Local graph alignment and motif search in biological networks	('Local graph alignment and motif search in biological networks', 2004.0)	True	1.0	1.0	2004.0	Local graph alignment and motif search in biological networks	J. Berg and M. Lassig	http://dx.doi.org/10.1073/pnas.0305199101	./bibliographies\database37.txt	17.0	86.0
Xiang Bai, Longin Jan Latecki, Path Similarity Skeleton Graph Matching	('Path Similarity Skeleton Graph Matching', 2008.0)	True	1.0	1.0	2008.0	Path Similarity Skeleton Graph Matching	None	http://dx.doi.org/10.1109/tpami.2007.70769	./bibliographies\database38.txt	50.0	160.0
Rui Jiang, Ting Chen, Fengzhu Sun, Bayesian Models and Gibbs Sampling Strategies for Local Graph Alignment and Motif Identification in Stochastic Biological Networks	('Bayesian Models and Gibbs Sampling Strategies for Local Graph Alignment and Motif Identification in Stochastic Biological Networks', 2009.0)	True	1.0	1.0	2009.0	Bayesian Models and Gibbs Sampling Strategies for Local Graph Alignment and Motif Identification in Stochastic Biological Networks	Ting Chen and Rui Jiang and Fengzhu Sun	http://dx.doi.org/10.4310/cis.2009.v9.n4.a3	./bibliographies\database40.txt	0.0	3.0
Mohsen Bayati, Margot Gerritsen, David F. Gleich, Amin Saberi, Ying Wang, Algorithms for Large Sparse Network Alignment Problems	('Algorithms for Large, Sparse Network Alignment Problems', 2009.0)	True	1.0	1.0	2009.0	Algorithms for Large, Sparse Network Alignment Problems	Mohsen Bayati and Margot Gerritsen and David F. Gleich and Amin Saberi and Ying Wang	http://dx.doi.org/10.1109/icdm.2009.135	./bibliographies\database42.txt	23.0	22.0
Marco Mernberger, Gerhard Klebe, Eyke Hullermeier, SEGA: Semiglobal Graph Alignment for Structure-Based Protein Comparison	('SEGA: Semiglobal Graph Alignment for Structure-Based Protein Comparison', 2011.0)	True	1.0	1.0	2011.0	SEGA: Semiglobal Graph Alignment for Structure-Based Protein Comparison	M. Mernberger and G. Klebe and E. Hullermeier	http://dx.doi.org/10.1109/tcbb.2011.35	./bibliographies\database43.txt	59.0	5.0
Xiaoning Qian, Byung-Jun Yoon, Shape matching based on graph alignment using hidden Markov models	('Shape matching based on graph alignment using hidden Markov models', 2010.0)	True	1.0	1.0	2010.0	Shape matching based on graph alignment using hidden Markov models	Xiaoning Qian and Byung-Jun Yoon	http://dx.doi.org/10.1109/icassp.2010.5495288	./bibliographies\database44.txt	18.0	2.0
Wan-Jui Lee, Robert P. W. Duin, An Inexact Graph Comparison Approach in Joint Eigenspace	('An Inexact Graph Comparison Approach in Joint Eigenspace', 2008.0)	True	1.0	1.0	2008.0	An Inexact Graph Comparison Approach in Joint Eigenspace	Wan-Jui Lee and Robert P. W. Duin	http://dx.doi.org/10.1007/978-3-540-89689-0_8	./bibliographies\database45.txt	13.0	10.0
Andrei Todor, Alin Dobra, Tamer Kahveci, Probabilistic Biological Network Alignment	('Probabilistic Biological Network Alignment', 2013.0)	True	1.0	1.0	2013.0	Probabilistic Biological Network Alignment	A. Todor and A. Dobra and T. Kahveci	http://dx.doi.org/10.1109/tcbb.2012.142	./bibliographies\database47.txt	37.0	13.0
V. Vijayan, V. Saraph, T. MilenkoviÄ‡, MAGNA++: Maximizing Accuracy in Global Network Alignment via both node and edge conservation	('MAGNA++: Maximizing Accuracy in Global Network Alignment via both node and edge conservation', 2015.0)	True	1.0	1.0	2015.0	MAGNA++: Maximizing Accuracy in Global Network Alignment via both node and edge conservation	V. Vijayan and V. Saraph and T. Milenkovi\u0107	http://dx.doi.org/10.1093/bioinformatics/btv161	./bibliographies\database48.txt	15.0	27.0
Fragkiskos Papadopoulos, Maksim Kitsak, M. Ã\x81ngeles Serrano, MariÃ¡n BoguÃ±Ã¡ & Dmitri Krioukov, Popularity versus similarity in growing networks	('Popularity versus similarity in growing networks', 2012.0)	True	1.0	1.0	2012.0	Popularity versus similarity in growing networks	Fragkiskos Papadopoulos and Maksim Kitsak and M. Ángeles Serrano and Marián Boguñá and Dmitri Krioukov	http://dx.doi.org/10.1038/nature11459	./bibliographies\database49.txt	30.0	167.0
J. R. Ullmann, An algorithm for subgraph isomorphism	('An Algorithm for Subgraph Isomorphism', 1976.0)	True	1.0	1.0	1976.0	An Algorithm for Subgraph Isomorphism	J. R. Ullmann	http://dx.doi.org/10.1145/321921.321925	./bibliographies\database5.txt	0.0	760.0
Michele Berlingerio, Danai Koutra, Tina Eliassi-Rad, Christos Faloutsos, Network similarity via multiple social theories	('Network similarity via multiple social theories', 2013.0)	True	1.0	1.0	2013.0	Network similarity via multiple social theories	Michele Berlingerio and Danai Koutra and Tina Eliassi-Rad and Christos Faloutsos	http://dx.doi.org/10.1145/2492517.2492582	./bibliographies\database51.txt	0.0	11.0
T.P.Cason, P.A.Absil, P.Van Dooren, Iterative methods for low rank approximation of graph similarity matricesâ˜†	('Iterative methods for low rank approximation of graph similarity matrices', 2013.0)	True	1.0	1.0	2013.0	Iterative methods for low rank approximation of graph similarity matrices	T.P. Cason and P.A. Absil and P. Van Dooren	http://dx.doi.org/10.1016/j.laa.2011.12.004	./bibliographies\database52.txt	14.0	5.0
Soonyong Park, Sung-Kee Park, Martial Hebert, Fast and Scalable Approximate Spectral Matching for Higher Order Graph Matching	('Fast and Scalable Approximate Spectral Matching for Higher Order Graph Matching', 2014.0)	True	1.0	1.0	2014.0	Fast and Scalable Approximate Spectral Matching for Higher Order Graph Matching	None	http://dx.doi.org/10.1109/tpami.2013.157	./bibliographies\database56.txt	37.0	12.0
Vince Lyzinski, Daniel L. Sussman, Donniell E. Fishkind, Henry Pao, Li Chen, Joshua T. Vogelstein, Youngser Park, Carey E. Priebe, Spectral clustering for divide-and-conquer graph matching	('Spectral clustering for divide-and-conquer graph matching', 2015.0)	True	1.0	1.0	2015.0	Spectral clustering for divide-and-conquer graph matching	Vince Lyzinski and Daniel L. Sussman and Donniell E. Fishkind and Henry Pao and Li Chen and Joshua T. Vogelstein and Youngser Park and Carey E. Priebe	http://dx.doi.org/10.1016/j.parco.2015.03.004	./bibliographies\database57.txt	39.0	3.0
Marco Saerens, Francois Fouss, Luh Yen, Pierre Dupont, The Principal Components Analysis of a Graph and Its Relationships to Spectral Clustering	('The Principal Components Analysis of a Graph, and Its Relationships to Spectral Clustering', 2004.0)	True	1.0	1.0	2004.0	The Principal Components Analysis of a Graph, and Its Relationships to Spectral Clustering	Marco Saerens and Francois Fouss and Luh Yen and Pierre Dupont	http://dx.doi.org/10.1007/978-3-540-30115-8_35	./bibliographies\database58.txt	0.0	18.0
David Knossow, Avinash Sharma, Diana Mateus, Radu Horaud, Inexact Matching of Large and Sparse Graphs Using Laplacian Eigenvectors	('Inexact Matching of Large and Sparse Graphs Using Laplacian Eigenvectors', 2009.0)	True	1.0	1.0	2009.0	Inexact Matching of Large and Sparse Graphs Using Laplacian Eigenvectors	David Knossow and Avinash Sharma and Diana Mateus and Radu Horaud	http://dx.doi.org/10.1007/978-3-642-02124-4_15	./bibliographies\database59.txt	13.0	12.0
Marcello Pelillo, Replicator Equations Maximal Cliques and Graph isomorphism	('Replicator Equations, Maximal Cliques, and Graph Isomorphism', 1999.0)	True	1.0	1.0	1999.0	Replicator Equations, Maximal Cliques, and Graph Isomorphism	Marcello Pelillo	http://dx.doi.org/10.1162/089976699300016034	./bibliographies\database6.txt	34.0	74.0
Amir Egozi, Yosi Keller, Hugo Guterman, A Probabilistic Approach to Spectral Graph Matching	('A Probabilistic Approach to Spectral Graph Matching', 2013.0)	True	1.0	1.0	2013.0	A Probabilistic Approach to Spectral Graph Matching	Amir Egozi and Yosi Keller and Hugo Guterman	http://dx.doi.org/10.1109/tpami.2012.51	./bibliographies\database60.txt	37.0	37.0
D. Conte, P. Foggia, C. Sansone, M. Vento, Graph matching applications in pattern recognition and image processing	('Graph matching applications in pattern recognition and image processing', 'None')	True	1.0	1.0	None	Graph matching applications in pattern recognition and image processing	D. Conte and P. Foggia and C. Sansone and M. Vento	http://dx.doi.org/10.1109/icip.2003.1246606	./bibliographies\database61.txt	41.0	10.0
Matthias Rupp, Ewgenij Proschak, Gisbert Schneider, Kernel Approach to Molecular Similarity Based on Iterative Graph Similarity	('Kernel Approach to Molecular Similarity Based on Iterative Graph Similarity', 2007.0)	True	1.0	1.0	2007.0	Kernel Approach to Molecular Similarity Based on Iterative Graph Similarity	Matthias Rupp and Ewgenij Proschak and Gisbert Schneider	http://dx.doi.org/10.1021/ci700274r	./bibliographies\database62.txt	0.0	37.0
H. Bunke, S. GÃ¼nter, X. Jiang, Towards Bridging the Gap between Statistical and Structural Pattern Recognition: Two New Concepts in Graph Matching	('Towards Bridging the Gap between Statistical and Structural Pattern Recognition: Two New Concepts in Graph Matching', 2001.0)	True	1.0	1.0	2001.0	Towards Bridging the Gap between Statistical and Structural Pattern Recognition: Two New Concepts in Graph Matching	H. Bunke and S. Günter and X. Jiang	http://dx.doi.org/10.1007/3-540-44732-6_1	./bibliographies\database63.txt	0.0	6.0
Lorenzo Livi, Antonello Rizzi, The graph matching problem	('The graph matching problem', 2012.0)	True	1.0	1.0	2012.0	The graph matching problem	Lorenzo Livi and Antonello Rizzi	http://dx.doi.org/10.1007/s10044-012-0284-8	./bibliographies\database64.txt	134.0	55.0
SÃ©bastien Sorlin, Christine Solnon, A Global Constraint for Graph Isomorphism Problems	('A Global Constraint for Graph Isomorphism Problems', 2004.0)	True	1.0	1.0	2004.0	A Global Constraint for Graph Isomorphism Problems	Sébastien Sorlin and Christine Solnon	http://dx.doi.org/10.1007/978-3-540-24664-0_20	./bibliographies\database65.txt	0.0	7.0
Samir Datta, Nutan Limaye, Prajakta Nimbhorkar, Thomas Thierauf, Fabian Wagner, Planar Graph Isomorphism is in Log-Space	('Planar Graph Isomorphism is in Log-Space', 2009.0)	True	1.0	1.0	2009.0	Planar Graph Isomorphism is in Log-Space	Samir Datta and Nutan Limaye and Prajakta Nimbhorkar and Thomas Thierauf and Fabian Wagner	http://dx.doi.org/10.1109/ccc.2009.16	./bibliographies\database67.txt	34.0	12.0
Y. Keselman, A. Shokoufandeh, M.F. Demirci, S. Dickinson, Many-to-many graph matching via metric embedding	('Many-to-many graph matching via metric embedding', 'None')	True	1.0	1.0	None	Many-to-many graph matching via metric embedding	Y. Keselman and A. Shokoufandeh and M.F. Demirci and S. Dickinson	http://dx.doi.org/10.1109/cvpr.2003.1211441	./bibliographies\database68.txt	24.0	21.0
C. Kotropoulos, A. Tefas, I. Pitas, Morphological elastic graph matching applied to frontal face authentication under well-controlled and real conditions	('Morphological elastic graph matching applied to frontal face authentication under well-controlled and real conditions', 2000.0)	True	1.0	1.0	2000.0	Morphological elastic graph matching applied to frontal face authentication under well-controlled and real conditions	C. Kotropoulos and A. Tefas and I. Pitas	http://dx.doi.org/10.1016/s0031-3203(99)00185-5	./bibliographies\database69.txt	27.0	27.0
H. Bunke, Error correcting graph matching: on the influence of the underlying cost function	('Error correcting graph matching: on the influence of the underlying cost function', 1999.0)	True	1.0	1.0	1999.0	Error correcting graph matching: on the influence of the underlying cost function	H. Bunke	http://dx.doi.org/10.1109/34.790431	./bibliographies\database7.txt	17.0	118.0
Feng Zhou, Jonathan Brandt, Zhe Lin, Exemplar-based Graph Matching for Robust Facial Landmark Localization	('Exemplar-Based Graph Matching for Robust Facial Landmark Localization', 2013.0)	True	1.0	1.0	2013.0	Exemplar-Based Graph Matching for Robust Facial Landmark Localization	Feng Zhou and Jonathan Brandt and Zhe Lin	http://dx.doi.org/10.1109/iccv.2013.131	./bibliographies\database71.txt	36.0	41.0
Roberto M. Cesar Jr., Endika Bengoetxea, Isabelle Bloch, Pedro LarraÃ±aga, Inexact graph matching for model-based recognition: Evaluation and comparison of optimization algorithms	('Inexact graph matching for model-based recognition: Evaluation and comparison of optimization algorithms', 2005.0)	True	1.0	1.0	2005.0	Inexact graph matching for model-based recognition: Evaluation and comparison of optimization algorithms	Roberto M. Cesar and Endika Bengoetxea and Isabelle Bloch and Pedro Larrañaga	http://dx.doi.org/10.1016/j.patcog.2005.05.007	./bibliographies\database72.txt	41.0	46.0
